person_age,person_gender,person_education,person_income,loan_amnt,loan_intent,loan_int_rate,cb_person_cred_hist_length,previous_loan_defaults_on_file,loan_status
29,male,Bachelor,98107,10000,PERSONAL,7.25,9,Yes,0
23,female,Bachelor,49021,12948,EDUCATION,13.16,4,Yes,0
25,male,Associate,49160,4000,EDUCATION,8.03,4,Yes,0
27,female,High School,271260,24699,VENTURE,11.52,6,Yes,0
33,female,Master,84923,10000,HOMEIMPROVEMENT,11,9,Yes,0
30,female,Master,40463,3000,VENTURE,11.62,8,No,0
25,male,Bachelor,145065,28000,MEDICAL,7.9,3,Yes,0
27,male,High School,78748,8000,PERSONAL,7.04,5,Yes,0
36,female,Bachelor,79042,8717,EDUCATION,8.45,11,Yes,0
26,female,Bachelor,68261,20000,PERSONAL,13.16,4,Yes,0
29,male,High School,111060,22000,DEBTCONSOLIDATION,10.73,8,No,0
23,female,High School,103291,10000,MEDICAL,11.01,3,No,0
25,female,Associate,49210,5000,DEBTCONSOLIDATION,12.86,3,No,0
24,female,High School,73250,5000,DEBTCONSOLIDATION,6.86,3,Yes,0
33,male,Bachelor,162993,20129,VENTURE,17.09,5,Yes,0
28,male,Associate,60962,2800,MEDICAL,7.69,4,Yes,0
22,male,High School,44223,6000,VENTURE,7.51,4,No,0
25,male,High School,78910,7000,DEBTCONSOLIDATION,14.29,3,Yes,0
31,female,High School,300785,20000,DEBTCONSOLIDATION,12.8,9,No,0
26,female,Bachelor,144843,6000,EDUCATION,11.01,3,No,0
22,male,Bachelor,51850,8500,MEDICAL,7.58,5,Yes,0
24,female,Master,47053,4000,EDUCATION,8.4,3,Yes,0
33,female,Master,130954,3010,VENTURE,11.27,5,Yes,0
25,female,Bachelor,47293,8000,EDUCATION,6.03,4,No,0
26,female,Associate,42681,2000,VENTURE,10.46,3,No,0
26,female,Bachelor,36695,7500,EDUCATION,11.14,4,Yes,0
34,male,Bachelor,133516,10000,HOMEIMPROVEMENT,10,10,Yes,0
28,male,Master,55616,7500,EDUCATION,10.27,7,Yes,0
22,female,Bachelor,64720,2117,VENTURE,7.19,3,Yes,0
34,male,Bachelor,58375,1500,MEDICAL,11.46,9,Yes,0
29,male,High School,59635,11042,VENTURE,5.82,6,Yes,0
27,female,High School,58434,10070,MEDICAL,10.54,8,Yes,0
27,female,Bachelor,92395,13488,VENTURE,9.47,6,Yes,0
23,female,High School,97218,9000,EDUCATION,7.5,4,Yes,0
41,male,Associate,46309,8875,DEBTCONSOLIDATION,19.03,11,Yes,0
28,male,Associate,43171,4800,MEDICAL,11.62,4,Yes,0
25,female,High School,162996,25000,MEDICAL,8.08,3,No,0
38,female,Associate,47363,1000,EDUCATION,11.83,9,Yes,0
26,female,Bachelor,134182,15000,VENTURE,13.29,3,No,0
27,male,Bachelor,84971,6885,EDUCATION,6.4,4,No,0
25,female,High School,31136,2500,DEBTCONSOLIDATION,11.32,4,No,0
24,male,Bachelor,60914,5000,DEBTCONSOLIDATION,10.33,2,Yes,0
37,male,Associate,63498,6500,HOMEIMPROVEMENT,10.14,11,Yes,0
26,male,Associate,84532,14000,VENTURE,12.3,2,Yes,0
46,male,High School,72851,15000,HOMEIMPROVEMENT,15.24,13,No,0
23,female,Master,67267,4800,MEDICAL,11.6,3,Yes,0
29,male,High School,109379,21000,DEBTCONSOLIDATION,12.42,9,Yes,0
28,male,High School,41689,5500,PERSONAL,13.17,5,No,0
25,female,Bachelor,58358,3025,PERSONAL,11.25,4,Yes,0
26,male,High School,87486,4000,HOMEIMPROVEMENT,9.27,4,No,0
23,male,Bachelor,61307,5312,DEBTCONSOLIDATION,13.79,2,No,0
23,male,Master,70655,10000,PERSONAL,8.31,3,No,0
52,male,High School,40284,8656,PERSONAL,8.21,17,Yes,0
25,male,Associate,57736,6000,DEBTCONSOLIDATION,10.63,2,Yes,0
25,male,High School,252700,12646,PERSONAL,11.5,4,Yes,0
23,male,Associate,60405,10000,VENTURE,14.27,3,Yes,0
24,male,High School,36782,8402,EDUCATION,14.64,4,No,0
26,male,High School,49999,5600,DEBTCONSOLIDATION,16.41,4,No,0
26,male,Associate,32729,4750,PERSONAL,12.37,7,Yes,0
24,female,High School,103197,20000,VENTURE,12.25,2,No,0
24,female,High School,46735,6208,MEDICAL,8.66,4,Yes,0
31,female,Master,72952,7000,VENTURE,10.17,8,Yes,0
22,male,Master,110696,8000,PERSONAL,8.44,4,Yes,0
34,female,Associate,35858,5000,EDUCATION,10.36,10,Yes,0
31,male,Doctorate,132900,6000,DEBTCONSOLIDATION,6.93,8,No,0
25,male,High School,73049,4000,EDUCATION,9.65,4,Yes,0
24,female,High School,32949,2506,EDUCATION,6.87,6,Yes,0
58,male,Associate,29747,6000,MEDICAL,8.75,18,Yes,0
27,female,Bachelor,90044,12022,EDUCATION,13.19,7,Yes,0
24,female,High School,84997,17677,HOMEIMPROVEMENT,11.35,3,No,0
31,male,Bachelor,34064,3000,EDUCATION,12.95,9,Yes,0
27,female,Associate,198563,10000,PERSONAL,7.87,8,Yes,0
25,male,High School,102928,4000,MEDICAL,7.83,3,Yes,0
29,female,Associate,41497,12000,PERSONAL,7.15,6,Yes,0
27,male,Bachelor,111171,6000,VENTURE,7.83,8,Yes,0
25,female,High School,54931,8000,EDUCATION,11.83,4,Yes,0
24,female,Bachelor,73274,5860,MEDICAL,8.17,3,No,0
27,male,Master,44526,1443,PERSONAL,13.08,7,Yes,0
26,male,High School,144944,25000,EDUCATION,10.86,3,Yes,0
24,female,Bachelor,102905,2840,EDUCATION,6.85,3,No,0
27,female,Master,38624,11261,VENTURE,8.15,4,Yes,0
25,male,Associate,59559,23225,EDUCATION,14.98,4,Yes,0
24,male,Bachelor,57279,4000,DEBTCONSOLIDATION,11.36,4,Yes,0
24,female,Associate,85269,11000,DEBTCONSOLIDATION,7.79,4,Yes,0
34,male,Master,70335,9375,EDUCATION,12.51,14,Yes,0
24,male,Bachelor,44337,5283,EDUCATION,8.74,3,Yes,0
24,female,Master,78950,14000,EDUCATION,11.65,3,No,0
27,female,Master,37158,5000,MEDICAL,6.81,5,No,0
33,male,Bachelor,169203,15000,EDUCATION,16.75,7,Yes,0
26,male,Bachelor,45194,2500,EDUCATION,8.07,3,Yes,0
29,female,Associate,66644,6500,HOMEIMPROVEMENT,10.2,8,No,0
28,female,High School,64864,10750,VENTURE,12.21,5,Yes,0
28,female,Master,43447,4000,DEBTCONSOLIDATION,12.01,4,Yes,0
31,male,Associate,56487,8875,MEDICAL,10.77,9,Yes,0
28,female,High School,78951,7000,EDUCATION,11.44,9,Yes,0
25,male,Associate,60942,9180,EDUCATION,17.37,4,Yes,0
25,male,High School,37533,2000,MEDICAL,11.12,4,No,0
25,male,Associate,97011,11000,PERSONAL,9.5,4,Yes,0
25,male,High School,41329,5500,PERSONAL,11.01,3,Yes,0
29,female,Bachelor,16443,1625,MEDICAL,7.65,8,No,0
28,female,Associate,48997,5000,VENTURE,10.64,7,Yes,0
24,female,Associate,144886,20000,EDUCATION,8.99,4,No,0
25,male,Master,38997,1500,EDUCATION,7.41,4,Yes,0
25,male,Master,38186,5181,EDUCATION,6.04,4,Yes,0
23,female,High School,203531,14073,VENTURE,11.05,4,Yes,0
27,female,Bachelor,48673,9240,EDUCATION,14.27,5,Yes,0
32,female,Bachelor,63470,8000,DEBTCONSOLIDATION,10.15,6,No,0
30,female,Associate,74450,15000,HOMEIMPROVEMENT,12.46,8,Yes,0
28,male,Associate,72906,16000,EDUCATION,6.6,6,Yes,0
25,male,Bachelor,87180,25000,EDUCATION,11.81,3,Yes,0
25,female,Master,58619,8000,VENTURE,10.7,4,Yes,0
25,female,Associate,61522,4800,EDUCATION,6.03,5,Yes,0
23,male,High School,52873,1000,MEDICAL,7.51,3,Yes,0
29,male,Bachelor,56286,11333,DEBTCONSOLIDATION,14.06,6,Yes,0
25,female,High School,76600,8802,MEDICAL,12.17,6,Yes,0
30,female,Master,46096,1630,DEBTCONSOLIDATION,8.12,6,No,0
26,female,Bachelor,84657,7500,MEDICAL,10.58,3,Yes,0
24,female,High School,53453,10800,EDUCATION,5.42,3,No,0
34,male,High School,127956,12000,VENTURE,10.69,12,No,0
31,female,Master,217014,20000,MEDICAL,14.19,11,Yes,0
27,male,Master,36987,12000,EDUCATION,13.76,5,No,0
23,female,Associate,70678,17484,HOMEIMPROVEMENT,9.55,4,Yes,0
41,male,Master,51695,2000,DEBTCONSOLIDATION,13.43,15,No,0
25,male,High School,36760,2000,MEDICAL,13.87,2,No,0
22,male,Bachelor,48804,7000,EDUCATION,11.31,3,No,0
32,male,Bachelor,65951,5000,DEBTCONSOLIDATION,6.6,7,No,0
26,female,Bachelor,81479,9150,DEBTCONSOLIDATION,8.63,5,Yes,0
27,male,Bachelor,145854,5364,EDUCATION,5.82,6,Yes,0
29,male,Bachelor,126829,14000,DEBTCONSOLIDATION,10.35,6,Yes,0
27,male,Bachelor,61144,15000,VENTURE,10.42,5,Yes,0
25,male,High School,55007,7795,DEBTCONSOLIDATION,8.08,4,Yes,0
26,male,High School,88782,1000,DEBTCONSOLIDATION,10.71,5,Yes,0
36,female,Bachelor,74253,15000,HOMEIMPROVEMENT,10.07,14,Yes,0
23,male,Master,114867,10000,PERSONAL,6.34,4,Yes,0
36,male,Associate,40992,5000,VENTURE,12.49,11,No,0
32,male,Associate,68325,15000,EDUCATION,7.39,10,No,0
25,female,Bachelor,133410,5564,VENTURE,10.64,4,Yes,0
24,female,Bachelor,25087,15900,MEDICAL,9.92,4,Yes,0
25,male,High School,73019,10000,DEBTCONSOLIDATION,11.52,4,No,0
28,female,Bachelor,99066,21713,PERSONAL,12.87,6,No,0
25,male,Associate,72448,3000,DEBTCONSOLIDATION,5.99,4,Yes,0
26,male,Bachelor,62993,9600,PERSONAL,8.22,6,Yes,0
27,male,Bachelor,64563,12000,MEDICAL,14.59,4,Yes,0
24,male,High School,130406,5000,HOMEIMPROVEMENT,10.07,4,Yes,0
24,male,Associate,51367,8000,HOMEIMPROVEMENT,7.07,3,No,0
27,male,Bachelor,40965,6000,EDUCATION,10.9,6,No,0
22,female,Bachelor,43246,3600,VENTURE,10.69,3,Yes,0
26,male,High School,126962,25000,EDUCATION,11.68,5,Yes,0
29,female,High School,60957,5000,MEDICAL,10.96,7,Yes,0
25,male,Bachelor,63613,6000,VENTURE,9.12,2,Yes,0
29,male,Bachelor,120750,12015,HOMEIMPROVEMENT,10.28,8,Yes,0
28,male,Master,79216,7000,DEBTCONSOLIDATION,10.07,6,Yes,0
25,female,Associate,60914,5109,PERSONAL,10.49,5,Yes,0
33,male,Associate,181332,12000,HOMEIMPROVEMENT,10.54,12,Yes,0
28,male,Bachelor,72966,3226,DEBTCONSOLIDATION,12.62,4,Yes,0
28,male,Associate,50704,8000,EDUCATION,12.92,6,Yes,0
34,male,Bachelor,51382,4887,MEDICAL,10.53,10,No,0
28,female,Associate,58623,4000,PERSONAL,14.35,10,No,0
31,male,Master,99870,8000,PERSONAL,11.68,6,Yes,0
25,male,Master,102939,7500,VENTURE,11.94,4,No,0
24,female,Bachelor,70782,3178,MEDICAL,14.07,2,Yes,0
27,male,High School,56215,9000,PERSONAL,7.2,4,Yes,0
25,female,Associate,91303,17000,VENTURE,9.32,4,Yes,0
27,female,Master,209709,12000,PERSONAL,12.09,6,Yes,0
24,female,Bachelor,55834,7500,EDUCATION,9.01,5,No,0
25,male,High School,57233,6000,VENTURE,7.62,4,Yes,0
42,female,Associate,103116,10000,EDUCATION,8.8,16,Yes,0
23,male,High School,73298,7200,VENTURE,13.05,4,No,0
26,female,Bachelor,55200,7500,EDUCATION,9.98,5,No,0
34,female,Associate,64351,12989,VENTURE,10.33,9,Yes,0
26,male,Master,109394,5582,MEDICAL,9.52,5,Yes,0
26,male,High School,63539,3000,DEBTCONSOLIDATION,9.12,4,Yes,0
22,male,Associate,79167,8427,VENTURE,11.95,4,Yes,0
24,male,High School,78869,10000,VENTURE,15.26,4,Yes,0
24,female,Master,68911,5565,EDUCATION,11.83,3,No,0
25,female,Bachelor,96913,6000,HOMEIMPROVEMENT,6.75,4,No,0
34,male,Associate,95535,4814,EDUCATION,9.05,6,Yes,0
26,male,Associate,42917,2500,DEBTCONSOLIDATION,9.12,3,Yes,0
32,female,Associate,19271,1793,MEDICAL,16.85,9,Yes,0
22,female,Bachelor,44094,4000,MEDICAL,8,4,No,0
24,female,Associate,156984,6000,MEDICAL,8.12,3,Yes,0
35,male,Associate,105046,15000,HOMEIMPROVEMENT,10.97,7,Yes,0
27,female,Bachelor,222819,15000,VENTURE,13.82,4,Yes,0
29,male,Associate,76374,7384,MEDICAL,10.42,9,No,0
35,female,Master,87506,2429,VENTURE,11.57,10,No,0
31,female,Associate,68217,6453,PERSONAL,7.01,8,Yes,0
29,female,High School,50192,9000,VENTURE,9.93,8,Yes,0
31,male,Bachelor,94517,8000,EDUCATION,9.86,7,Yes,0
32,female,Associate,90805,12000,EDUCATION,8.92,10,Yes,0
26,female,Associate,62120,2102,DEBTCONSOLIDATION,7.68,6,Yes,0
25,male,High School,156909,3000,HOMEIMPROVEMENT,6.59,3,Yes,0
25,female,Associate,93565,9000,HOMEIMPROVEMENT,7.75,4,No,0
27,male,High School,70493,13112,DEBTCONSOLIDATION,11.01,4,No,0
34,male,Bachelor,92784,6147,DEBTCONSOLIDATION,6.5,14,Yes,0
37,female,High School,34287,1926,MEDICAL,6.87,13,Yes,0
29,female,Bachelor,62227,4000,EDUCATION,6.39,7,Yes,0
23,male,High School,51480,7000,MEDICAL,13.1,2,No,0
33,male,Associate,73167,18000,DEBTCONSOLIDATION,8.52,5,Yes,0
26,female,High School,73390,9800,PERSONAL,11.01,4,Yes,0
28,female,Associate,144999,20000,EDUCATION,9.49,10,Yes,0
31,male,High School,61183,6250,PERSONAL,12.36,6,No,0
27,male,High School,40546,4000,DEBTCONSOLIDATION,6.3,9,Yes,0
26,male,Associate,58740,10000,EDUCATION,12.17,3,Yes,0
28,female,Master,56195,16661,EDUCATION,14.67,6,Yes,0
26,female,Associate,114969,2400,MEDICAL,10.04,3,Yes,0
30,female,Bachelor,145048,15000,EDUCATION,10.58,8,No,0
38,male,High School,43401,2000,EDUCATION,7.2,12,Yes,0
23,male,Associate,87606,9000,EDUCATION,9.98,3,No,0
29,male,High School,25427,3900,VENTURE,13.05,9,No,0
24,female,Associate,52510,10000,EDUCATION,12.91,4,Yes,0
24,male,Bachelor,43693,8000,VENTURE,10.95,2,Yes,0
29,male,Master,43038,5000,HOMEIMPROVEMENT,10.9,9,Yes,0
31,male,Bachelor,25118,4760,MEDICAL,10.52,8,No,0
29,male,Bachelor,46210,1522,DEBTCONSOLIDATION,9.58,6,Yes,0
22,female,Bachelor,64181,4000,EDUCATION,10.95,2,No,0
27,female,Associate,70222,3000,MEDICAL,6.62,4,Yes,0
23,male,High School,90415,21568,DEBTCONSOLIDATION,10.33,4,No,0
28,female,High School,57776,9000,DEBTCONSOLIDATION,9.87,7,Yes,0
27,male,High School,72985,3000,VENTURE,13.57,7,Yes,0
24,female,Bachelor,54894,3593,VENTURE,7.5,3,Yes,0
25,female,Associate,120853,29606,PERSONAL,17.45,3,Yes,0
38,female,Associate,149673,12000,EDUCATION,10.18,14,No,0
23,male,Master,29857,1307,MEDICAL,5.65,4,Yes,0
34,male,Master,46455,10500,MEDICAL,12.55,7,Yes,0
30,female,High School,140763,18000,PERSONAL,9.03,10,No,0
25,male,High School,80231,7702,EDUCATION,16.46,6,No,0
23,male,Associate,67083,8000,VENTURE,14.03,4,Yes,0
26,female,High School,127028,12000,DEBTCONSOLIDATION,11.55,2,Yes,0
25,female,High School,58709,2000,DEBTCONSOLIDATION,12.26,4,No,0
24,male,Bachelor,77583,14241,MEDICAL,8.93,4,Yes,0
24,female,Master,58722,10000,EDUCATION,7.14,3,No,0
34,male,Master,76454,18000,EDUCATION,11.01,9,No,0
37,male,High School,91181,10000,HOMEIMPROVEMENT,7.15,14,Yes,0
24,female,Bachelor,28862,3500,PERSONAL,10.78,5,No,0
29,male,Associate,86271,10000,EDUCATION,11.11,5,No,0
25,male,High School,102860,12500,PERSONAL,9.55,5,Yes,0
28,male,Bachelor,54103,7532,PERSONAL,7.92,8,Yes,0
25,female,Master,52802,12000,VENTURE,12.9,3,Yes,0
26,female,Associate,124964,28882,HOMEIMPROVEMENT,11.01,4,Yes,0
46,female,Associate,53558,1661,EDUCATION,13.12,16,No,0
29,male,Master,100976,3000,EDUCATION,9.72,8,Yes,0
36,male,Associate,91049,14400,DEBTCONSOLIDATION,12.15,10,No,0
29,female,Associate,34104,3000,EDUCATION,11.49,8,Yes,0
23,male,Master,54342,3377,EDUCATION,11.01,4,No,0
31,male,High School,84931,5000,PERSONAL,11.71,6,Yes,0
29,male,Bachelor,106199,2905,PERSONAL,6.54,6,No,0
26,female,High School,86399,3406,DEBTCONSOLIDATION,6.07,3,No,0
23,male,High School,61093,3000,EDUCATION,11.88,3,No,0
23,female,High School,102828,10000,DEBTCONSOLIDATION,6.16,4,Yes,0
24,female,Associate,126770,25000,VENTURE,11.72,3,Yes,0
29,male,High School,85235,5940,MEDICAL,8.51,8,No,0
23,male,Bachelor,60867,6000,MEDICAL,11.86,3,Yes,0
24,female,Master,120646,5466,PERSONAL,14.13,5,No,0
29,female,High School,86017,12000,PERSONAL,11.8,7,No,0
30,female,High School,211629,2652,VENTURE,12.12,8,Yes,0
25,male,Bachelor,51210,12248,PERSONAL,9.18,4,No,0
23,female,Associate,66923,1271,DEBTCONSOLIDATION,7.2,4,Yes,0
24,male,Master,133079,20000,VENTURE,10.48,4,Yes,0
25,male,High School,44708,7000,EDUCATION,12.38,3,Yes,0
25,female,High School,116281,12000,DEBTCONSOLIDATION,10.36,4,Yes,0
36,male,High School,180839,7000,EDUCATION,12.05,13,Yes,0
26,female,Master,67171,4500,DEBTCONSOLIDATION,7.76,3,No,0
26,female,Bachelor,37020,6000,VENTURE,13.49,5,No,0
24,female,High School,43737,6000,MEDICAL,8.52,4,Yes,0
23,male,Bachelor,52694,9000,EDUCATION,9.63,2,Yes,0
23,male,High School,150916,7500,HOMEIMPROVEMENT,8,4,Yes,0
35,female,Bachelor,62125,12000,DEBTCONSOLIDATION,9.69,13,Yes,0
30,female,Bachelor,56112,6000,PERSONAL,7.23,6,Yes,0
26,male,Bachelor,50468,10000,HOMEIMPROVEMENT,11.11,5,No,0
27,female,High School,141643,2006,HOMEIMPROVEMENT,12.24,10,Yes,0
33,female,Doctorate,70631,17500,MEDICAL,13.28,10,Yes,0
24,female,High School,217061,5334,EDUCATION,10.36,3,Yes,0
24,female,High School,30989,4537,PERSONAL,10.08,3,Yes,0
30,male,Associate,61288,7000,DEBTCONSOLIDATION,12.82,8,Yes,0
31,male,Associate,70403,12000,MEDICAL,10.89,9,No,0
22,male,Associate,50649,4800,MEDICAL,12.4,4,Yes,0
44,female,High School,29933,4435,EDUCATION,10.11,17,Yes,0
25,male,High School,96781,18000,PERSONAL,10.73,3,Yes,0
29,female,Bachelor,58358,2000,DEBTCONSOLIDATION,8.47,7,Yes,0
37,male,Master,33248,5000,EDUCATION,8.39,9,No,0
23,female,Master,25126,4000,MEDICAL,9.49,5,No,0
22,male,Bachelor,29577,6000,MEDICAL,11.2,4,No,0
25,male,High School,42937,6000,PERSONAL,13.03,4,Yes,0
24,male,High School,241245,16000,EDUCATION,13.16,6,Yes,0
24,male,Bachelor,65888,12000,DEBTCONSOLIDATION,9.79,4,Yes,0
32,male,High School,37121,7500,DEBTCONSOLIDATION,11.01,8,Yes,0
27,female,High School,61205,8000,PERSONAL,7.11,6,Yes,0
24,female,Bachelor,26888,4403,EDUCATION,12.55,4,No,0
29,male,Master,117538,25000,HOMEIMPROVEMENT,10.37,10,Yes,0
28,male,High School,51343,10000,EDUCATION,10.8,7,Yes,0
24,female,Associate,73320,10000,PERSONAL,11.34,3,Yes,0
24,female,Bachelor,79099,14000,MEDICAL,11.77,4,No,0
36,male,Master,36889,8875,MEDICAL,6.11,12,Yes,0
29,female,Associate,221605,15000,VENTURE,15.34,7,No,0
24,male,Master,57343,14000,DEBTCONSOLIDATION,10.35,4,Yes,0
37,male,High School,107969,10000,DEBTCONSOLIDATION,11.01,12,Yes,0
23,female,High School,63196,4800,PERSONAL,9.48,2,Yes,0
31,male,Associate,98263,7197,EDUCATION,9.69,8,Yes,0
26,male,High School,195369,25000,PERSONAL,11.26,4,No,0
24,male,High School,32063,5908,DEBTCONSOLIDATION,11.08,4,No,0
27,male,Bachelor,61181,6600,VENTURE,10.05,6,Yes,0
32,male,High School,163231,6232,DEBTCONSOLIDATION,6.91,7,Yes,0
24,male,Associate,36247,2500,PERSONAL,6.76,2,Yes,0
30,male,Bachelor,66983,11000,MEDICAL,10.88,8,Yes,0
26,male,High School,103039,1086,PERSONAL,9.82,3,Yes,0
23,female,Master,34290,7000,MEDICAL,7.02,2,Yes,0
31,female,Bachelor,85046,2000,EDUCATION,11.12,9,Yes,0
22,female,Bachelor,101911,10000,DEBTCONSOLIDATION,10.69,3,Yes,0
25,female,High School,44175,3000,EDUCATION,11.01,4,Yes,0
23,male,Bachelor,49107,11000,PERSONAL,6.12,2,Yes,0
30,male,Associate,51424,7826,PERSONAL,13.09,9,No,0
28,male,Associate,88495,15000,EDUCATION,11.83,8,No,0
34,female,Associate,60934,4000,MEDICAL,6.62,10,Yes,0
29,male,Bachelor,49949,3381,MEDICAL,12.08,6,Yes,0
28,male,High School,64639,12833,VENTURE,6.26,5,Yes,0
25,male,High School,53424,2000,EDUCATION,6.35,3,No,0
21,female,Bachelor,19298,1508,MEDICAL,10.74,2,Yes,0
39,male,High School,150996,10000,HOMEIMPROVEMENT,10.86,10,Yes,0
23,male,High School,106158,12000,PERSONAL,8.22,4,Yes,0
24,male,Associate,55349,5045,EDUCATION,10.62,4,No,0
29,female,Bachelor,54835,5000,DEBTCONSOLIDATION,11.74,8,No,0
27,female,Associate,112215,6000,PERSONAL,11,4,No,0
26,male,Bachelor,70429,3000,EDUCATION,6.92,3,No,0
25,male,Master,90864,8000,VENTURE,16.29,4,No,0
29,male,Associate,102856,8469,HOMEIMPROVEMENT,11.32,6,Yes,0
25,male,Bachelor,102993,7500,VENTURE,12.37,4,Yes,0
24,male,Associate,163144,21000,VENTURE,10.47,4,Yes,0
25,female,Associate,30954,2500,DEBTCONSOLIDATION,13.37,4,Yes,0
35,male,High School,49926,4000,MEDICAL,12.58,12,No,0
25,male,Master,30182,6000,MEDICAL,11.79,6,Yes,0
29,female,Associate,59010,10000,MEDICAL,10.62,9,No,0
23,male,Bachelor,96938,25000,EDUCATION,10.17,4,Yes,0
26,male,Associate,89100,25000,VENTURE,15.57,4,No,0
38,male,Associate,57457,4775,VENTURE,11.01,14,No,0
26,male,Associate,60796,10800,HOMEIMPROVEMENT,10.87,4,Yes,0
32,male,Associate,31810,3000,MEDICAL,9.7,9,Yes,0
28,female,Bachelor,81993,1225,EDUCATION,7.18,7,Yes,0
39,female,Associate,48882,9149,EDUCATION,8.94,13,Yes,0
30,male,Associate,101683,6000,VENTURE,6.09,6,No,0
31,female,Associate,100701,16896,PERSONAL,11.63,6,No,0
24,male,Associate,46586,8000,MEDICAL,12.69,4,Yes,0
25,male,High School,59373,12000,VENTURE,8.64,5,No,0
23,female,Master,109076,12000,EDUCATION,8.86,3,Yes,0
25,female,Associate,37020,4800,EDUCATION,11.18,4,Yes,0
28,male,High School,57494,3662,MEDICAL,10.08,10,Yes,0
24,male,High School,157549,30000,VENTURE,10.79,6,No,0
33,male,Associate,72872,10000,EDUCATION,10.22,8,No,0
24,male,Master,123202,23857,EDUCATION,9.36,3,No,0
48,female,High School,44229,10000,MEDICAL,12.87,23,No,0
23,female,Bachelor,51637,4400,PERSONAL,11.89,4,No,0
42,male,High School,61523,5000,HOMEIMPROVEMENT,9.29,16,Yes,0
30,male,Bachelor,75124,18195,DEBTCONSOLIDATION,13.36,5,No,0
30,male,High School,66985,6500,HOMEIMPROVEMENT,10.99,9,Yes,0
26,female,Associate,60804,7200,VENTURE,7.06,2,No,0
24,female,Bachelor,75341,10000,HOMEIMPROVEMENT,13.77,4,Yes,0
28,female,Associate,91539,3000,VENTURE,8.31,7,No,0
32,male,Master,97454,11000,HOMEIMPROVEMENT,9.82,6,Yes,0
29,male,High School,111519,11268,EDUCATION,10.46,6,Yes,0
25,female,Associate,43884,4000,MEDICAL,11.25,3,Yes,0
28,male,Associate,162962,5647,PERSONAL,7.26,5,Yes,0
25,male,Master,120834,15000,EDUCATION,7.12,3,Yes,0
24,female,Associate,57116,10000,PERSONAL,13.55,4,No,0
25,male,High School,97109,20000,EDUCATION,13.61,3,Yes,0
25,female,Associate,55214,7000,EDUCATION,5.82,4,Yes,0
23,female,Bachelor,152485,3212,EDUCATION,14.78,3,No,0
25,male,High School,92412,20018,DEBTCONSOLIDATION,7.99,2,Yes,0
28,female,Associate,90732,10000,VENTURE,7.95,5,Yes,0
23,male,High School,105554,1711,PERSONAL,8.12,4,Yes,0
24,male,Associate,108104,8000,EDUCATION,7.69,5,No,0
29,male,Bachelor,51455,2500,MEDICAL,8.1,8,No,0
24,female,High School,150979,15000,VENTURE,9.98,4,No,0
25,female,Bachelor,103374,10000,MEDICAL,13.82,4,No,0
22,male,Bachelor,70246,10000,PERSONAL,7.02,3,Yes,0
23,male,High School,40741,7954,VENTURE,8.05,3,No,0
26,male,High School,36750,5000,VENTURE,10.35,4,No,0
25,male,Bachelor,63343,2000,VENTURE,13.18,5,No,0
22,female,Bachelor,47911,1000,MEDICAL,11.01,3,No,0
23,female,Bachelor,34405,2915,MEDICAL,13.89,3,Yes,0
34,female,Master,35248,6657,DEBTCONSOLIDATION,10.88,11,Yes,0
32,female,Associate,91569,3162,VENTURE,13.22,7,No,0
22,female,High School,96147,35000,PERSONAL,13.13,2,No,0
28,female,Bachelor,78827,24000,EDUCATION,11.64,5,Yes,0
25,female,Associate,101832,2962,EDUCATION,6.11,4,Yes,0
35,male,Master,61061,7000,DEBTCONSOLIDATION,12.09,9,Yes,0
24,male,Bachelor,105196,7489,DEBTCONSOLIDATION,11.19,4,Yes,0
25,male,High School,166821,4678,VENTURE,12.87,4,No,0
36,female,Associate,193014,24000,VENTURE,12.7,11,No,0
24,male,Master,80085,5000,MEDICAL,10.37,5,Yes,0
35,male,Associate,73034,12000,PERSONAL,7.33,9,Yes,0
29,female,High School,102986,15000,EDUCATION,9.54,8,Yes,0
23,male,Associate,35614,8000,EDUCATION,12.22,2,Yes,0
37,male,High School,109009,14000,PERSONAL,11.84,12,No,0
24,female,Master,82289,1000,EDUCATION,7.96,4,No,0
25,male,High School,38493,6000,MEDICAL,7.64,3,Yes,0
29,female,High School,144902,35000,EDUCATION,8.9,7,Yes,0
33,female,High School,62376,1118,VENTURE,10.21,11,No,0
28,male,Associate,91041,4000,HOMEIMPROVEMENT,12.85,4,Yes,0
23,male,High School,100446,12000,DEBTCONSOLIDATION,9.08,4,Yes,0
32,female,Associate,207160,16000,DEBTCONSOLIDATION,8.84,8,Yes,0
30,male,Bachelor,81312,15000,PERSONAL,12.23,9,Yes,0
25,male,Associate,63727,12000,EDUCATION,13.08,4,Yes,0
27,male,Bachelor,45863,8000,MEDICAL,12.87,6,No,0
28,female,Bachelor,44221,5756,MEDICAL,11.52,8,No,0
24,male,Bachelor,58494,4751,DEBTCONSOLIDATION,10.25,4,Yes,0
27,female,High School,55051,10000,EDUCATION,10.88,9,Yes,0
33,female,Bachelor,31886,5000,MEDICAL,10.65,6,No,0
37,male,Bachelor,206229,16542,DEBTCONSOLIDATION,11.45,12,No,0
28,female,Master,90735,7200,DEBTCONSOLIDATION,14.69,6,Yes,0
23,female,High School,29576,5000,DEBTCONSOLIDATION,6.73,3,No,0
